ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
INCH850C,Replication lag in UserDB cluster,Transaction log for InventoryDB at 75% capacity. Write operations may fail soon.,Database,High,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,26-03-2025 10:36,Resolved,54
INCT767E,Data corruption detected in AnalyticsDB,Transaction log for CustomerDB at 91% capacity. Write operations may fail soon.,Database,Critical,Configured transaction log backup and implemented log management. Log space issues resolved.,23-05-2025 10:36,Closed,61
INCJ232X,Database migration failed for ProductionDB,Transaction log for CustomerDB at 85% capacity. Write operations may fail soon.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,31-03-2025 10:36,Closed,72
INCB300L,Database backup failed for InventoryDB,Transaction log for CustomerDB at 72% capacity. Write operations may fail soon.,Database,Critical,Optimized connection pool settings and restarted database services. Connection stability restored.,20-08-2025 10:36,Resolved,16
INCU415L,Database backup failed for UserDB,Transaction log for CustomerDB at 71% capacity. Write operations may fail soon.,Database,Medium,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,26-03-2025 10:36,Closed,53
INCZ956G,Query performance degradation on InventoryDB,Transaction log for CustomerDB at 71% capacity. Write operations may fail soon.,Database,Critical,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,06-02-2026 10:36,Resolved,31
INCD519Y,Database backup failed for UserDB,Transaction log for AnalyticsDB at 74% capacity. Write operations may fail soon.,Database,Medium,Rebuilt fragmented indexes during maintenance window. Query performance restored to baseline.,24-05-2025 10:36,Resolved,28
INCS291P,Data corruption detected in UserDB,Transaction log for AnalyticsDB at 72% capacity. Write operations may fail soon.,Database,Critical,Added additional storage and configured automatic growth. Space monitoring alerts implemented.,17-02-2026 10:36,Resolved,58
INCB886U,Database connection timeout - InventoryDB,Transaction log for AnalyticsDB at 70% capacity. Write operations may fail soon.,Database,Low,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,18-02-2026 10:36,Resolved,53
INCQ041B,Server PROD-WEB-01 not responding,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,22-04-2025 10:36,Closed,12
INCZ669Q,VM migration required for PROD-WEB-01,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,13-08-2025 10:36,Closed,30
INCS488Q,Hardware failure detected on FILE-SRV-01,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,24-12-2025 10:36,Closed,23
INCR923U,Storage array performance issues,The Web Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,30-12-2025 10:36,Closed,55
INCO658A,Memory leak detected on FILE-SRV-01,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,12-04-2025 10:36,Resolved,21
INCM610O,Disk space full on APP-SRV-03,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,01-03-2026 10:36,Resolved,57
INCR062X,Disk space full on PROD-WEB-01,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Low,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,24-01-2026 10:36,Closed,36
INCW249J,VM migration required for DB-SERVER-02,The Mail Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Scheduled maintenance window. Successfully migrated VM with zero data loss.,12-09-2025 10:36,Closed,24
INCH278K,Disk space full on MAIL-SRV-02,The File Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,06-01-2026 10:36,Closed,17
INCS897W,Memory leak detected on FILE-SRV-01,The File Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Critical,Restarted API Service service and verified functionality. Implemented monitoring alerts for early detection.,19-03-2025 10:36,Closed,16
INCN650P,High CPU usage on MAIL-SRV-02,The Database Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Restarted API Service service and verified functionality. Implemented monitoring alerts for early detection.,19-08-2025 10:36,Closed,57
INCU031P,Storage array performance issues,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,05-02-2026 10:36,Closed,4
INCE196N,Power outage affecting datacenter rack R4,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,17-02-2026 10:36,Closed,48
INCD240R,Memory leak detected on APP-SRV-03,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,26-05-2025 10:36,Closed,55
INCV395J,Power outage affecting datacenter rack R2,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Low,Restarted Web Service service and verified functionality. Implemented monitoring alerts for early detection.,03-05-2025 10:36,Resolved,36
INCY419S,High CPU usage on APP-SRV-03,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,23-07-2025 10:36,Closed,34
INCL816I,Power outage affecting datacenter rack R3,The API Service service is experiencing downtime. Users unable to access critical applications. Error logs show connection timeouts.,Infrastructure,High,Restored power to affected racks. Verified all systems operational and documented incident.,03-12-2025 10:36,Resolved,18
INCO472Y,Data sync issues in ERP,The [feature] feature in Salesforce not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Medium,Addressed data sync issue by fixing duplicate record handling logic. Cleared sync errors and reprocessed all affected records. Added deduplication checks.,16-01-2026 10:36,Closed,22
INCQ116X,HRMS deployment failed,The [feature] feature in Salesforce not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Medium,Applied application patch to fix [feature] functionality. Feature now working as expected.,30-01-2026 10:36,Resolved,69
INCY794B,User unable to login to CRM,The [feature] feature in Salesforce not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,High,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,05-02-2026 10:36,Resolved,24
INCS410Q,Performance issues with Jira,The [feature] feature in Salesforce not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,High,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,25-02-2026 10:36,Closed,45
INCU101P,Data sync issues in HRMS,The [feature] feature in Jira not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Medium,Increased API timeout values and optimized service calls. API response times now within acceptable range.,09-01-2026 10:36,Closed,53
INCB805K,Integration failure between HRMS and Mail Service,The [feature] feature in ERP not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Low,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,26-09-2025 10:36,Resolved,19
INCM344V,CRM application error - [error_type],The [feature] feature in ERP not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Medium,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,08-01-2026 10:36,Closed,60
INCS644V,Feature not working in Jenkins,The [feature] feature in ERP not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Critical,Reconfigured integration settings. Data exchange between Salesforce and Database Service restored.,21-09-2025 10:36,Resolved,19
INCO827R,User unable to login to SharePoint,The [feature] feature in CRM not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Critical,Fixed [error_type] by updating application configuration. Deployed hotfix and verified error resolution.,11-10-2025 10:36,Resolved,16
INCF851W,Performance issues with Jira,The [feature] feature in CRM not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Critical,Updated CSS files and cleared browser cache. UI now rendering correctly across all browsers.,29-12-2025 10:36,Resolved,68
INCY545Y,Confluence application error - [error_type],The [feature] feature in Confluence not functioning correctly. Error message: [error_msg]. Business process blocked.,Application,Low,Reset user credentials and cleared authentication cache. User successfully logged in.,13-02-2026 10:36,Closed,64
INCW851E,Hardware failure detected on APP-SRV-03,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-02.,Infrastructure,High,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,25-08-2025 10:36,Closed,55
INCG703U,Disk space full on DB-SERVER-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-02.,Infrastructure,Medium,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,05-09-2025 10:36,Closed,45
INCS426T,Server FILE-SRV-01 not responding,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-02.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,29-11-2025 10:36,Closed,27
INCC703H,Server APP-SRV-03 not responding,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-02.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,13-08-2025 10:36,Resolved,34
INCL433N,Server MAIL-SRV-02 not responding,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-01.,Infrastructure,Medium,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,27-09-2025 10:36,Closed,68
INCW156N,Hardware failure detected on APP-SRV-03,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-01.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,12-06-2025 10:36,Closed,17
INCO969D,Hardware failure detected on APP-SRV-03,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array SAN-01.,Infrastructure,Medium,Restored network connectivity. Updated routing tables and verified server accessibility.,11-07-2025 10:36,Closed,26
INCT433G,Storage array performance issues,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Critical,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,23-07-2025 10:36,Resolved,6
INCQ545P,Hardware failure detected on MAIL-SRV-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,High,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,29-07-2025 10:36,Closed,25
INCF836G,VM migration required for PROD-WEB-01,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,High,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,04-09-2025 10:36,Resolved,50
INCS459V,VM migration required for MAIL-SRV-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,24-09-2025 10:36,Resolved,58
INCX754V,Storage array performance issues,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Medium,Restored power to affected racks. Verified all systems operational and documented incident.,16-04-2025 10:36,Closed,42
INCC730J,High CPU usage on MAIL-SRV-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Low,Restored power to affected racks. Verified all systems operational and documented incident.,12-08-2025 10:36,Resolved,7
INCQ552P,Server DB-SERVER-02 not responding,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-02.,Infrastructure,Medium,Scheduled maintenance window. Successfully migrated VM with zero data loss.,12-11-2025 10:36,Resolved,55
INCS658U,VM migration required for PROD-WEB-01,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Medium,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,03-05-2025 10:36,Resolved,58
INCB920L,Storage array performance issues,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Medium,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,07-04-2025 10:36,Resolved,44
INCO105Z,Disk space full on MAIL-SRV-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Medium,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,17-07-2025 10:36,Closed,68
INCV559F,VM migration required for APP-SRV-03,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Low,Replaced faulty hardware component. Ran full diagnostics and confirmed system stability.,07-11-2025 10:36,Closed,56
INCF751Q,Disk space full on DB-SERVER-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,Critical,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,29-03-2025 10:36,Closed,61
INCB689U,Backup failed for DB-SERVER-02,Storage performance degraded. IOPS dropping below threshold. Multiple VMs affected on storage array NAS-01.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,19-02-2026 10:36,Closed,58
INCG698H,Multi-factor authentication setup,SSO authentication failing for SAP. Users unable to access via identity provider.,Access Management,High,Completed privileged account audit. 9 findings documented and remediation planned.,27-12-2025 10:36,Resolved,55
INCH791J,Multi-factor authentication setup,SSO authentication failing for SAP. Users unable to access via identity provider.,Access Management,Low,Reset service account 44 password. Updated [dependent_services] service configurations.,19-11-2025 10:36,Resolved,66
INCL259X,Role-based access review required,SSO authentication failing for SAP. Users unable to access via identity provider.,Access Management,Low,Reset service account 50 password. Updated [dependent_services] service configurations.,20-12-2025 10:36,Closed,12
INCJ861U,Privileged account audit request,SSO authentication failing for SAP. Users unable to access via identity provider.,Access Management,Low,Revoked all access for terminated employee sarah.johnson. Access removal verified across all systems.,23-02-2026 10:36,Resolved,13
INCC487O,User access request for AWS Console,SSO authentication failing for Oracle EBS. Users unable to access via identity provider.,Access Management,Low,Completed [group_name] membership review. Removed 8 inactive members.,08-01-2026 10:36,Closed,35
INCU852E,Group membership review for [group_name],SSO authentication failing for Oracle EBS. Users unable to access via identity provider.,Access Management,Critical,Configured MFA for sarah.johnson using [device_type]. Authentication testing successful.,09-04-2025 10:36,Closed,52
INCZ370Q,Account lockout for user john.doe,SSO authentication failing for Office 365. Users unable to access via identity provider.,Access Management,Critical,Completed [group_name] membership review. Removed 6 inactive members.,03-06-2025 10:36,Closed,53
INCU688P,Role-based access review required,SSO authentication failing for Office 365. Users unable to access via identity provider.,Access Management,Low,Completed role-based access review for [department]. 19 access changes implemented.,06-07-2025 10:36,Closed,14
INCM382Z,Group membership review for [group_name],SSO authentication failing for AWS Console. Users unable to access via identity provider.,Access Management,Low,Completed [group_name] membership review. Removed 41 inactive members.,13-04-2025 10:36,Resolved,63
INCG158V,Permission escalation required for sarah.johnson,SSO authentication failing for AWS Console. Users unable to access via identity provider.,Access Management,Medium,Unlocked account for mike.wilson after identity verification. Password reset completed successfully.,06-04-2025 10:36,Resolved,28
INCL686X,Account lockout for user jane.smith,SSO authentication failing for Active Directory. Users unable to access via identity provider.,Access Management,Medium,Completed privileged account audit. 12 findings documented and remediation planned.,31-03-2025 10:36,Resolved,10
INCM122S,Group membership review for [group_name],SSO authentication failing for Active Directory. Users unable to access via identity provider.,Access Management,High,Completed role-based access review for [department]. 42 access changes implemented.,12-04-2025 10:36,Closed,30
INCH482A,Access revocation for terminated employee,SSO authentication failing for Active Directory. Users unable to access via identity provider.,Access Management,Low,Granted jane.smith appropriate access to Office 365 based on role [role]. Manager approval verified.,21-12-2025 10:36,Closed,45
INCH128Z,SSL certificate expiring for app.company.com,SSL certificate for mail.company.com expiring in 24 days. Service interruption possible without renewal.,Security,Critical,Fixed antivirus update service and deployed latest definitions to all 40 workstations.,19-03-2025 10:36,Closed,44
INCM921S,Unauthorized access attempt on AWS Console,SSL certificate for mail.company.com expiring in 12 days. Service interruption possible without renewal.,Security,Low,Disabled compromised account 12 and initiated password reset. Access logs reviewed.,18-06-2025 10:36,Resolved,1
INCZ362C,Phishing email reported by user,SSL certificate for mail.company.com expiring in 1 days. Service interruption possible without renewal.,Security,Medium,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,06-07-2025 10:36,Resolved,18
INCL229A,Malware detected on workstation WS-002,SSL certificate for company.com expiring in 29 days. Service interruption possible without renewal.,Security,Critical,Removed malware and ran full system scan. Workstation cleaned and monitoring enhanced.,30-09-2025 10:36,Closed,18
INCI682A,Malware detected on workstation WS-005,SSL certificate for company.com expiring in 18 days. Service interruption possible without renewal.,Security,Low,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,09-06-2025 10:36,Resolved,17
INCK619P,Firewall rule review required,SSL certificate for company.com expiring in 18 days. Service interruption possible without renewal.,Security,Critical,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,13-03-2026 10:36,Resolved,71
INCS667G,Antivirus signature update failed,SSL certificate for app.company.com expiring in 21 days. Service interruption possible without renewal.,Security,Low,Removed malware and ran full system scan. Workstation cleaned and monitoring enhanced.,18-05-2025 10:36,Resolved,53
INCE514S,SSL certificate expiring for mail.company.com,SSL certificate for app.company.com expiring in 11 days. Service interruption possible without renewal.,Security,Low,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,20-12-2025 10:36,Resolved,9
INCD467E,Malware detected on workstation WS-003,SSL certificate for api.company.com expiring in 30 days. Service interruption possible without renewal.,Security,Low,Updated firewall rules to restrict [port] access to authorized sources only. Security posture improved.,17-11-2025 10:36,Resolved,31
INCO015X,SSL certificate expiring for api.company.com,SSL certificate for api.company.com expiring in 16 days. Service interruption possible without renewal.,Security,Low,Contained potential breach. Conducted forensic analysis and implemented additional monitoring.,11-03-2026 10:36,Resolved,37
INCL902C,Service account password reset,Service account 9 password expired. [dependent_services] services affected.,Access Management,Low,Completed privileged account audit. 48 findings documented and remediation planned.,11-02-2026 10:36,Closed,63
INCI806Z,Service account password reset,Service account 8 password expired. [dependent_services] services affected.,Access Management,Critical,Completed [group_name] membership review. Removed 46 inactive members.,01-07-2025 10:36,Closed,35
INCF728W,Role-based access review required,Service account 49 password expired. [dependent_services] services affected.,Access Management,Critical,Granted temporary elevated permissions to john.doe. Automatic revocation scheduled for [date].,09-05-2025 10:36,Closed,5
INCD441E,Account lockout for user mike.wilson,Service account 48 password expired. [dependent_services] services affected.,Access Management,Medium,Revoked all access for terminated employee sarah.johnson. Access removal verified across all systems.,11-09-2025 10:36,Closed,36
INCH285V,User access request for Office 365,Service account 46 password expired. [dependent_services] services affected.,Access Management,Low,Unlocked account for mike.wilson after identity verification. Password reset completed successfully.,24-04-2025 10:36,Resolved,18
INCK122X,Account lockout for user david.brown,Service account 44 password expired. [dependent_services] services affected.,Access Management,Medium,Fixed SSO configuration for Oracle EBS. Identity provider integration restored successfully.,16-08-2025 10:36,Resolved,45
INCX844S,Role-based access review required,Service account 43 password expired. [dependent_services] services affected.,Access Management,Low,Granted temporary elevated permissions to mike.wilson. Automatic revocation scheduled for [date].,23-10-2025 10:36,Closed,40
INCO043X,Role-based access review required,Service account 38 password expired. [dependent_services] services affected.,Access Management,Critical,Reset service account 17 password. Updated [dependent_services] service configurations.,26-11-2025 10:36,Closed,5
INCI026C,Privileged account audit request,Service account 37 password expired. [dependent_services] services affected.,Access Management,Critical,Unlocked account for mike.wilson after identity verification. Password reset completed successfully.,22-11-2025 10:36,Closed,27
INCJ464Q,Service account password reset,Service account 36 password expired. [dependent_services] services affected.,Access Management,Medium,Fixed SSO configuration for AWS Console. Identity provider integration restored successfully.,21-04-2025 10:36,Closed,5
INCF738O,Permission escalation required for john.doe,Service account 36 password expired. [dependent_services] services affected.,Access Management,High,Granted mike.wilson appropriate access to AWS Console based on role [role]. Manager approval verified.,15-03-2026 10:36,Closed,48
INCU661B,Privileged account audit request,Service account 34 password expired. [dependent_services] services affected.,Access Management,Low,Unlocked account for john.doe after identity verification. Password reset completed successfully.,22-11-2025 10:36,Closed,57
INCN025F,Account lockout for user mike.wilson,Service account 33 password expired. [dependent_services] services affected.,Access Management,High,Completed [group_name] membership review. Removed 25 inactive members.,01-03-2026 10:36,Resolved,46
INCS033T,Single sign-on configuration issue,Service account 32 password expired. [dependent_services] services affected.,Access Management,High,Fixed SSO configuration for Office 365. Identity provider integration restored successfully.,05-04-2025 10:36,Closed,61
INCL359X,Group membership review for [group_name],Service account 31 password expired. [dependent_services] services affected.,Access Management,Critical,Configured MFA for david.brown using [device_type]. Authentication testing successful.,23-04-2025 10:36,Resolved,6
INCM761O,Group membership review for [group_name],Service account 31 password expired. [dependent_services] services affected.,Access Management,Critical,Reset service account 26 password. Updated [dependent_services] service configurations.,10-05-2025 10:36,Resolved,10
INCW061F,Privileged account audit request,Service account 29 password expired. [dependent_services] services affected.,Access Management,Medium,Revoked all access for terminated employee john.doe. Access removal verified across all systems.,09-07-2025 10:36,Resolved,3
INCV887A,Privileged account audit request,Service account 28 password expired. [dependent_services] services affected.,Access Management,Critical,Fixed SSO configuration for AWS Console. Identity provider integration restored successfully.,17-04-2025 10:36,Closed,47
INCE609W,Multi-factor authentication setup,Service account 25 password expired. [dependent_services] services affected.,Access Management,Low,Granted john.doe appropriate access to AWS Console based on role [role]. Manager approval verified.,23-09-2025 10:36,Resolved,59
INCE653Y,Service account password reset,Service account 25 password expired. [dependent_services] services affected.,Access Management,High,Reset service account 15 password. Updated [dependent_services] service configurations.,30-08-2025 10:36,Closed,6
INCY285L,Role-based access review required,Service account 21 password expired. [dependent_services] services affected.,Access Management,Low,Granted temporary elevated permissions to jane.smith. Automatic revocation scheduled for [date].,23-02-2026 10:36,Resolved,31
INCY980U,Role-based access review required,Service account 21 password expired. [dependent_services] services affected.,Access Management,Critical,Revoked all access for terminated employee david.brown. Access removal verified across all systems.,09-01-2026 10:36,Resolved,39
INCH875L,Privileged account audit request,Service account 19 password expired. [dependent_services] services affected.,Access Management,High,Completed role-based access review for [department]. 15 access changes implemented.,26-08-2025 10:36,Resolved,28
INCR459E,Role-based access review required,Service account 18 password expired. [dependent_services] services affected.,Access Management,Low,Completed privileged account audit. 33 findings documented and remediation planned.,10-07-2025 10:36,Closed,19
INCO782R,Service account password reset,Service account 16 password expired. [dependent_services] services affected.,Access Management,Critical,Completed role-based access review for [department]. 20 access changes implemented.,31-05-2025 10:36,Closed,22
INCY881Y,Group membership review for [group_name],Service account 13 password expired. [dependent_services] services affected.,Access Management,Low,Unlocked account for david.brown after identity verification. Password reset completed successfully.,11-12-2025 10:36,Closed,36
INCJ521W,High CPU usage on APP-SRV-03,Server PROD-WEB-01 showing 94% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Low,Restored power to affected racks. Verified all systems operational and documented incident.,16-04-2025 10:36,Closed,2
INCB446A,VM migration required for DB-SERVER-02,Server PROD-WEB-01 showing 91% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Medium,Fixed backup script permissions. Re-ran backup job successfully and verified data integrity.,03-01-2026 10:36,Resolved,67
INCL224U,Disk space full on MAIL-SRV-02,Server PROD-WEB-01 showing 89% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,09-05-2025 10:36,Resolved,37
INCH584N,High CPU usage on APP-SRV-03,Server PROD-WEB-01 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,High,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,08-04-2025 10:36,Closed,40
INCE759N,Disk space full on FILE-SRV-01,Server PROD-WEB-01 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restored network connectivity. Updated routing tables and verified server accessibility.,25-01-2026 10:36,Closed,23
INCD702L,Storage array performance issues,Server PROD-WEB-01 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restored power to affected racks. Verified all systems operational and documented incident.,20-12-2025 10:36,Closed,6
INCK890D,Hardware failure detected on DB-SERVER-02,Server PROD-WEB-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,10-07-2025 10:36,Resolved,31
INCH308D,Server MAIL-SRV-02 not responding,Server PROD-WEB-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Medium,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,15-10-2025 10:36,Closed,33
INCC129I,Disk space full on MAIL-SRV-02,Server PROD-WEB-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Restored network connectivity. Updated routing tables and verified server accessibility.,15-06-2025 10:36,Closed,12
INCB253W,Backup failed for DB-SERVER-02,Server PROD-WEB-01 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Restored power to affected racks. Verified all systems operational and documented incident.,26-01-2026 10:36,Closed,54
INCV945P,Backup failed for FILE-SRV-01,Server MAIL-SRV-02 showing 90% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restarted API Service service and verified functionality. Implemented monitoring alerts for early detection.,09-07-2025 10:36,Resolved,49
INCH180Z,High CPU usage on APP-SRV-03,Server MAIL-SRV-02 showing 87% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Low,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,18-04-2025 10:36,Closed,32
INCM335G,Server down - APP-SRV-03,Server MAIL-SRV-02 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restored power to affected racks. Verified all systems operational and documented incident.,30-03-2025 10:36,Resolved,68
INCZ475V,Backup failed for FILE-SRV-01,Server MAIL-SRV-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,04-07-2025 10:36,Closed,11
INCI770N,Storage array performance issues,Server MAIL-SRV-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Low,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,13-08-2025 10:36,Closed,34
INCO716I,Server DB-SERVER-02 not responding,Server MAIL-SRV-02 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,Critical,Restarted application services. Investigated memory leak root cause and applied patches.,06-10-2025 10:36,Resolved,29
INCC948Y,Disk space full on PROD-WEB-01,Server FILE-SRV-01 showing 99% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Medium,Balanced storage load across arrays. Optimized IOPS distribution and added performance monitoring.,01-05-2025 10:36,Resolved,52
INCI963P,Server down - APP-SRV-03,Server FILE-SRV-01 showing 95% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Identified resource-intensive processes. Optimized configurations and added resource monitoring.,30-03-2025 10:36,Closed,65
INCO696Q,High CPU usage on FILE-SRV-01,Server FILE-SRV-01 showing 85% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,High,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,29-06-2025 10:36,Closed,31
INCN187I,VM migration required for APP-SRV-03,Server FILE-SRV-01 showing 83% CPU utilization. Multiple processes consuming resources. Performance severely degraded.,Infrastructure,Critical,Restarted API Service service and verified functionality. Implemented monitoring alerts for early detection.,19-05-2025 10:36,Closed,23
